"","BBN_10099_MTG_P3WH10_001","BBN_10109_MTG_P4WA3_001","BBN_10611_MTG_P2WD10_001","BBN_14801_MTG_P1WH9_001","BBN_16213_MTG_P2WH3_001","BBN_18399_MTG_P2WF5_001","BBN_19214_MTG_P2WA3_001","BBN_21792_MTG_P2WG7_001","BBN_24279_MTG_P2WA6_001","BBN_24370_MTG_P3WD4_001","BBN_24578_MTG_P3WF1_001","BBN_7115_MTG_P1WF4_001","BBN_7403_MTG_P1WF7_001","BBN_7404_MTG_P1WF10_001","BBN_7540_MTG_P1WG4_001","BBN_7545_MTG_P1WG7_001","BBN_7617_MTG_P1WH4_001","BBN_9984_MTG_P3WD1_001","BBN002.26094_MTG_P3WC8_001","BBN002.29089_MTG_P3WD7_001","BBN002.29170_MTG_P3WE8_001","BBN002.30035_MTG_P2WG10_001","BBN002.30127_MTG_P3WA4_001","BBN003.26332_MTG_P1WD4_001","BBN003.26333_MTG_P1WD7_001","BBN003.26941_MTG_P2WA9_001","BBN003.26951_MTG_P2WB2_001","BBN003.28342_MTG_P2WB5_001","BBN003.32185_MTG_P1WA5_001","BBN003.32196_MTG_P1WA8_001","BBN003.32205_MTG_P1WB5_001","BBN003.32212_MTG_P1WC1_001","BBN003.32228_MTG_P1WC5_001","BBN003.32235_MTG_P1WC8_001","BBN003.32295_MTG_P1WE3_001","BBN003.33729_MTG_P2WC3_001","BBN003.34161_MTG_P2WC6_001","BBN003.35446_MTG_P2WD1_001","BBN003.35520_MTG_P2WD4_001"
"APOOL",99.826,77.3491,112.292,59.8464,NA,80.6738,86.4088,71.6664,96.8995,78.7163,68.2515,39.0325,107.451,101.584,75.6288,102.031,73.5466,73.8464,75.2399,65.767,NA,88.133,65.6962,82.5995,86.3323,81.3788,82.6186,51.0656,NA,NA,NA,90.1256,74.3138,79.4927,99.2355,68.0172,85.0345,80.1214,98.8262
"PACS1",88.6453,69.7214,86.4389,63.0673,78.9278,87.9797,82.0814,87.5259,80.4497,62.9902,70.6504,66.6255,84.6323,89.4796,86.5357,94.5041,68.9838,72.0371,79.5279,57.5295,74.2154,77.6426,84.431,84.1009,81.4404,81.9567,88.4804,97.0948,63.8248,82.5605,65.2166,73.1056,77.2874,76.9137,80.7332,76.0643,86.8803,66.1735,88.6197
"MPRIP",NA,36.0327,22.5897,NA,59.2463,43.0273,46.0013,33.268,NA,16.16,NA,27.4939,NA,32.8292,39.1278,40.2359,NA,NA,NA,29.5852,NA,55.391,NA,44.3703,20.1791,29.5891,45.9514,66.8583,NA,NA,NA,NA,35.427,31.6526,NA,NA,45.106,27.6128,NA
"NAPRT",NA,22.2826,30.1255,34.4932,13.4645,NA,19.1507,25.5338,28.1917,13.3125,22.8009,23.177,14.7904,NA,18.242,18.6046,24.107,25.3339,15.2076,NA,29.3235,NA,NA,27.7327,NA,23.9342,NA,24.2691,56.0226,14.2145,53.612,12.2949,23.9703,23.7964,11.1021,30.5624,15.7356,39.6865,14.4752
"HSDL2",154.968,169.331,177.618,177.038,152.505,179.668,164.417,174.983,157.248,144.084,176.816,209.552,168.2,163.681,224.913,162.668,241.082,185.868,149.329,167.593,153.235,196.818,201.434,170.332,179.203,193.189,155.596,157.022,218.783,151.925,201.829,171.064,207.525,187.002,152.878,223.14,181.938,241.569,139.662
"KYAT3",68.6454,42.0789,38.3379,31.3438,41.2164,56.0914,63.3587,64.8063,47.1647,42.1479,28.7278,52.6463,70.1232,68.8843,39.7719,26.9131,40.0421,39.5213,52.7074,40.0756,27.9384,53.4649,39.8174,59.3579,43.1458,29.8307,25.4744,33.6702,53.8,41.0382,56.3565,46.1715,39.4425,59.7163,27.995,36.1457,51.1124,54.0917,56.4723
"PPP1R21",50.2806,37.9028,33.6458,55.4655,50.0222,41.4443,50.7198,52.7266,43.7923,38.4658,34.7703,39.0884,44.7428,46.4897,37.7202,41.6734,36.8076,36.3824,27.5413,22.2365,35.7102,39.7431,40.824,42.4204,41.1751,41.3069,45.9579,44.2074,32.9551,37.1167,47.6903,48.5599,52.6897,38.8934,37.3999,31.4583,59.919,43.9261,40.2875
"ARHGEF18",264.733,232.54,244.544,292.155,220.566,311.316,166.249,223.848,190.781,167.963,229.68,255.488,200.947,211.965,250.461,234.057,203.471,226.24,176.278,303.76,258.897,206.713,198.446,267.371,202.39,236.065,186.777,219.29,199.332,269.673,147.639,239.969,199.453,167.8,196.819,177.249,220.74,138.071,245.531
"SH2D5",33.8598,NA,33.3827,NA,32.3777,32.9198,40.7002,34.8725,NA,NA,29.3795,46.6297,32.1246,26.6881,NA,29.431,27.2199,NA,NA,NA,34.4816,NA,NA,NA,20.8412,NA,24.1863,NA,NA,29.0797,NA,24.5462,NA,27.1028,32.9073,NA,26.3517,NA,NA
"KIAA1549L",31.371,38.4753,41.386,18.5354,35.3356,33.6052,43.6775,38.8904,46.1223,42.0129,35.3777,24.2491,29.3732,39.8366,32.4455,29.292,36.7585,25.7181,NA,31.5008,NA,NA,25.2761,44.2844,37.6769,31.8697,41.9704,35.1888,32.9623,34.3056,36.0129,26.0178,32.8208,28.8493,45.0846,25.0949,35.6389,40.1493,17.9965
"TOM1L2",192.711,246.309,205.058,223.477,229.76,189.156,229.909,196.504,199.466,204.646,190.372,215.271,191.99,219.229,194.073,217.871,162.558,223.422,143.404,207.169,269.931,218.833,229.203,171.918,162.323,165.845,220.247,225.535,207.148,201.72,176.972,238.592,166.958,160.452,194.936,180.19,218.082,151.868,162.104
"KCTD8",30.8354,32.6522,31.5073,35.1251,19.8883,37.2373,35.7133,33.1988,40.1328,33.1286,31.7029,38.1626,35.3255,28.9166,35.5964,29.1137,38.0541,28.8059,52.8716,39.7386,NA,33.7267,33.3947,37.8726,39.6365,38.9144,31.3274,34.3524,30.126,39.7036,45.5789,31.0007,37.3773,33.8068,39.684,31.6218,33.7935,22.6494,35.1053
"VPS13C",42.0326,22.0345,32.8362,NA,29.4331,21.1535,31.1378,41.8426,NA,23.6795,25.7552,22.4889,34.6642,31.9202,28.517,24.5467,32.239,38.7301,NA,37.3836,NA,30.8973,41.6287,28.6156,30.843,30.3419,38.7401,37.6897,30.3493,25.145,NA,25.3854,29.8168,27.8948,46.9532,42.6136,31.1745,37.0943,27.9434
"RAPH1",7.21804,NA,NA,10.3539,4.12986,7.59902,NA,NA,7.73028,NA,5.95278,10.9201,7.31179,5.59777,NA,7.81111,NA,6.00452,NA,NA,NA,15.2346,NA,NA,2.97755,11.4401,6.18069,NA,NA,NA,5.55246,7.93027,NA,11.4939,7.27782,6.25525,8.63604,8.48942,10.7394
"MOB2",27.3334,12.3406,37.0655,18.2931,34.7994,25.9895,27.9688,26.7006,25.2792,23.2829,19.5401,27.1005,31.4444,27.1173,25.7036,23.3185,22.7744,30.7093,14.6828,NA,24.7423,34.2155,25.5233,20.4671,32.2756,32.4989,26.0253,32.6979,12.1294,29.2851,19.3449,34.1462,25.6156,26.7549,29.6771,38.9389,22.5143,31.3639,21.5551
"ZNF365",12.2677,NA,16.6493,8.90218,16.826,10.335,NA,10.7229,NA,NA,7.56332,11.1229,10.7582,13.1961,18.2877,13.3549,11.2264,NA,NA,18.2101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.943,NA,NA,9.978,NA,14.5671,NA,11.6592
"MTSS2",53.9412,31.8994,46.6079,37.5197,49.0691,63.462,36.301,41.0816,36.5613,29.5143,53.8754,42.2319,55.0659,35.2627,51.1687,35.6908,68.8465,47.3954,51.4563,52.1273,38.0961,43.0263,54.6417,29.3075,36.7908,57.0994,34.723,43.448,56.1549,45.2526,43.9204,49.2334,39.5205,60.509,43.9712,41.5939,35.8905,67.7539,45.374
"HECW1",98.7339,202.125,121.237,85.7199,116.401,95.0787,102.799,99.8374,66.6296,95.1617,96.0324,126.396,58.1401,82.0479,98.1788,104.647,75.3363,88.7126,99.7664,84.328,84.0402,108.195,108.092,87.5421,55.8824,118.835,124.572,94.9718,145.772,113.004,42.2307,115.395,NA,77.7845,63.613,76.124,109.221,NA,93.4549
"SND1",115.531,114.173,134.1,105.857,121.615,128.261,129.892,113.676,109.982,123.627,108.537,106.718,112.066,109.985,130.382,112.152,141.154,102.853,129.844,86.6034,113.941,165.416,129.763,121.468,126.242,127.279,126.789,128.612,119.752,128.883,195.75,133.862,128.677,114.168,110.64,106.628,137.938,124.797,114.545
"MARK2",79.6142,83.0076,78.0854,58.1948,98.4314,85.4352,74.6084,81.4028,92.1031,64.2847,58.4204,83.5035,86.2032,84.0435,66.4181,76.0965,74.6161,82.6779,117.66,58.6922,61.4262,80.1697,87.4294,84.6038,75.4148,91.3437,91.5801,82.6221,73.0271,78.0915,79.0055,75.8335,66.4695,70.2341,71.1779,98.2505,77.4746,83.6315,76.7592
"DDX46",10.1225,10.9859,12.0815,NA,NA,13.2785,10.6661,16.4768,NA,11.528,14.7407,NA,15.6468,10.3214,29.5191,9.7598,27.696,19.3132,NA,12.6558,NA,20.7181,NA,NA,18.2542,NA,NA,17.7699,22.6565,26.7699,19.8436,15.302,14.0945,10.0518,3.09648,12.8507,17.8675,7.41283,NA
"RUFY3",209.075,224.46,259.339,175.077,246.243,260.633,221.141,243.254,217.155,220.847,192.39,228.775,219.634,221.394,209.295,249.59,197.818,208.981,203.119,174.833,248.117,250.919,248.19,207.682,213.071,218.333,236.716,224.246,155.098,246.773,130.459,252.249,180.545,241.689,201.506,202.79,264.841,148.265,240.574
"SV2A",86.4088,54.9792,96.6045,35.3214,142.922,103.931,195.928,193.217,344.501,178.186,100.742,69.1803,117.787,226.42,92.3386,83.1087,52.0109,93.6574,186.131,20.6937,98.1679,78.9093,92.5497,79.1149,146.922,118.857,237.412,253.584,34.9051,117.095,81.5266,116.038,85.8364,214.608,356.573,44.3916,93.6284,304.79,142.992
"TRMT10C",26.2989,15.0947,NA,16.4199,8.14804,18.9713,12.0191,31.8478,9.22842,15.1693,18.9185,17.5349,20.6372,17.3869,26.4868,20.9151,20.1238,14.779,NA,NA,NA,15.5186,20.9866,14.1482,12.6923,NA,17.4784,22.6245,19.1043,16.6843,32.0905,15.1339,17.257,17.7213,NA,NA,15.8778,4.08876,NA
"SV2B",82.9638,22.3497,116.187,16.9701,178.555,92.7604,212.425,183.158,408.033,147.019,80.9919,18.2049,126.258,281.053,74.6282,80.9806,67.3824,76.7352,177.529,22.8866,71.8863,63.668,114.2,61.1534,159.325,135.015,264.816,248.437,87.8772,92.0915,73.7688,91.7814,63.9312,193.503,334.269,28.3232,74.0716,245.693,136.757
"BZW1",NA,7.90489,14.6933,9.82122,20.1084,NA,NA,NA,18.8436,13.0882,NA,19.5119,33.1096,33.2709,23.7091,13.2313,30.7795,12.6439,13.4182,13.8071,20.8534,20.0727,NA,11.5822,19.2324,NA,19.5294,25.6949,NA,21.3286,NA,NA,19.83,21.3178,NA,NA,20.8274,35.7546,16.6024
"ASRGL1",15.1209,30.9914,13.8175,39.2164,20.1167,15.3293,NA,28.1993,57.8593,31.2726,25.1129,25.6925,57.0779,15.6151,23.305,18.5858,30.6693,20.1049,24.3866,25.9359,16.2786,NA,NA,15.758,29.3599,NA,33.597,NA,28.6353,26.0286,31.9556,19.9775,48.1953,56.6112,66.59,31.2616,19.0337,48.7107,17.2904
"DHX30",46.1264,82.6221,33.5516,25.3627,35.2694,30.9054,35.3347,33.215,35.5403,27.5185,25.8404,37.3841,33.2324,35.2965,36.1543,38.2797,43.6223,NA,28.6972,30.7736,35.3098,38.9523,33.9696,66.9877,34.2765,29.5788,31.6406,29.7322,34.0485,47.1394,23.4413,49.1219,33.4623,29.4627,25.3168,44.7321,45.7209,26.9068,37.3822
"RRAGA",36.6393,35.227,51.7787,28.0687,37.3025,NA,45.0678,50.7161,64.08,NA,50.9933,34.6842,42.3585,35.639,49.5884,40.8374,55.3096,37.4105,38.4269,NA,NA,42.4931,NA,38.2053,40.4424,41.2184,52.3346,NA,42.1332,NA,47.8804,50.4198,40.9608,41.1632,58.603,32.1485,45.6533,46.716,57.9648
"CYFIP1",59.0335,28.3577,62.8317,34.1801,49.3642,56.0578,56.8398,57.8204,62.6854,50.4763,51.6804,50.0129,58.191,47.1944,54.0518,46.7526,50.4561,52.3723,50.2144,43.0906,37.7181,66.1385,56.1414,44.9578,56.3867,49.6984,53.2261,55.0979,38.3728,33.2187,68.5075,48.6136,54.4194,63.1766,64.6031,39.1475,64.341,59.6701,50.4713
"GET4",61.1519,NA,58.7545,51.9466,55.0472,61.4267,41.2618,59.1713,56.5118,40.2262,42.4481,52.6149,52.0235,47.9068,43.5122,43.9262,42.1275,47.7089,45.6888,NA,41.0075,46.9615,44.6972,NA,57.3473,54.4425,57.5569,60.2776,57.7974,63.9897,28.8848,56.9385,47.4881,37.5816,44.1235,26.2411,41.854,NA,42.8992
"COPS6",71.8268,59.4804,101.046,62.0122,65.8026,81.9406,73.1376,89.0138,77.7449,75.4393,91.3235,59.5005,100.278,86.8055,89.3249,76.1955,87.8756,78.3471,107.433,100.454,99.8462,76.2554,104.958,72.8115,82.8269,89.1199,64.9677,98.9558,32.0317,84.436,90.5637,91.322,103.299,87.0876,73.3084,96.0743,79.9768,73.904,89.0683
"EPM2AIP1",28.7461,37.0995,41.5778,NA,50.1903,38.1179,43.7537,48.8924,45.9347,46.0873,49.216,61.5505,44.9293,29.3764,38.0092,36.0167,58.7795,50.648,50.4153,25.543,34.8133,40.3798,42.3819,34.5115,40.8864,50.0195,51.4367,31.0686,NA,48.5715,62.4509,50.323,46.2642,62.7877,NA,45.4595,47.0975,27.9769,41.8138
"TAOK1",63.5972,69.0555,43.2786,48.5109,69.3018,74.9505,82.5876,68.0675,73.3327,49.3159,52.5352,72.647,67.2731,67.0506,70.89,53.9622,67.7799,55.3529,81.2038,47.8416,58.9202,90.1441,65.104,61.7063,72.9734,52.9417,67.2514,74.833,99.948,57.6723,68.0169,70.2513,73.951,83.4856,63.7493,72.986,70.155,79.9847,57.1938
"MOB1A;MOB1B",41.6845,37.2451,14.2376,22.7871,38.3753,NA,26.1796,35.4881,29.8412,NA,22.5627,36.2047,30.7034,17.3187,NA,35.0999,49.4521,26.4724,21.1374,32.1902,30.5102,34.1825,27.3412,14.0287,33.1088,29.814,26.0724,39.8189,36.1293,16.5982,54.5893,27.0677,39.5431,NA,30.0589,28.2525,31.7919,39.6587,20.2562
"CHMP1B",40.5256,58.0879,52.1223,52.6129,47.6306,54.9056,40.1407,41.3392,28.7197,52.5041,57.0193,51.8134,43.4461,43.8826,56.6105,54.4709,54.616,43.8366,30.4169,44.6409,36.4866,88.6811,48.7784,65.3458,35.3045,58.764,56.5794,66.8177,44.3013,47.3336,83.4163,53.2749,46.1815,58.5937,30.902,38.3014,62.5461,30.7563,51.8244
"MICAL3",18.5882,20.401,14.8787,23.3673,28.2811,22.7637,24.5134,24.4202,30.3599,22.5582,20.9248,21.5285,22.5184,24.747,22.1631,21.0449,22.4683,23.183,16.1151,21.8049,27.5031,31.7389,20.7655,14.0505,26.2445,26.2734,29.7125,24.7924,30.5276,23.1864,26.5506,27.0329,27.0503,28.7462,31.2361,36.1003,25.6696,21.8277,20.0649
"GPRIN1",34.7771,34.7407,38.1332,52.359,48.1161,51.5213,61.2893,35.8105,50.5472,32.4719,37.906,38.4537,50.2371,48.2318,43.4329,32.3952,26.7649,44.8993,25.3943,36.7264,35.7471,43.7598,48.5717,46.1008,35.4384,36.6915,52.2973,34.5526,24.7662,20.8091,47.6936,55.2773,36.4315,33.3795,53.0665,31.8645,35.471,41.0167,24.7371
"EFL1",22.5347,NA,NA,NA,NA,19.7656,24.5731,22.2252,12.611,NA,18.7994,NA,17.5456,27.188,NA,14.7236,26.5402,NA,20.5919,NA,NA,NA,NA,NA,NA,NA,25.948,11.2428,NA,NA,23.9912,NA,NA,15.7782,NA,NA,NA,32.4144,NA
"NEGR1",162.267,166.107,221.82,133.762,220.298,184.373,237.384,242.77,309.696,225.499,194.932,156.506,188.61,257.44,195.986,146.414,139.011,167.264,210.824,115.753,136.053,181.061,186.124,170.231,210.646,184.356,271.712,276.748,99.5944,193.303,170.875,172.53,153.932,227.68,342.339,115.702,180.281,174.266,181.965
"DGLUCY",70.8167,88.637,116.883,47.2828,87.3612,93.591,68.4751,134.147,117.938,NA,114.159,78.0102,NA,65.0432,119.785,97.6073,71.5587,83.1912,62.6065,NA,56.1237,56.5281,66.7575,75.9086,NA,69.4853,64.5692,111.29,101.194,74.1016,65.1701,59.2288,126.327,104.405,89.5937,NA,104.352,138.844,NA
"MYH14",51.3926,62.545,72.3023,45.0274,66.2967,58.1543,66.8309,73.0891,61.7193,66.5985,65.8852,74.2987,70.3814,54.349,81.1765,63.2792,84.5611,71.0058,75.6308,59.4433,58.3079,73.7258,63.3302,58.4144,70.8612,84.4131,76.8502,69.5352,77.5387,73.3472,77.0759,55.8249,71.8749,76.8815,63.3185,82.0127,76.6619,81.5326,65.7875
"CLASP1",23.4585,18.1556,22.7747,36.6241,31.324,30.5503,31.9899,31.3831,29.7108,27.733,21.1438,22.853,29.3324,28.0264,27.8286,24.0356,29.6823,29.6429,19.0003,17.7805,11.5567,26.5814,26.3336,42.8696,26.2894,28.8282,34.2998,17.7207,21.2759,29.0504,NA,25.1906,31.213,27.759,19.9687,25.3919,30.6762,30.1558,32.6745
"KIF21A",205.763,208.075,190.299,177.2,208.24,199.079,208.163,201.661,199.143,163.761,175.301,214.623,203.841,210.1,194.77,213.508,161.299,176.725,179.301,114.79,187.946,197.592,191.383,180.57,189.653,202.626,221.194,199.782,177.372,211.857,152.78,182.705,167.414,182.306,185.16,165.668,214.835,157.898,202.655
"DCXR",112.053,85.1855,127.115,99.7275,90.0279,95.0113,77.8093,99.9247,106.368,98.7549,119.944,104.047,101.076,82.265,117.99,103.018,125.588,116.797,81.7159,142.983,94.1395,76.52,114.667,82.9336,96.7265,106.919,76.0031,91.1684,86.6214,102.161,111.552,85.2591,136.551,100.31,75.4648,91.8728,93.3939,112.419,88.9634
"CPEB2;CPEB3",15.9342,23.5485,NA,NA,18.7005,24.1208,18.1922,25.5417,NA,9.69792,14.6927,NA,18.2845,16.1946,22.4755,27.2625,NA,32.9973,NA,17.9009,14.9102,NA,17.1507,27.4147,9.27646,8.53677,NA,16.9083,NA,8.71837,28.8335,18.5893,15.3968,26.2157,NA,14.1593,24.1093,NA,21.0131
"CCDC91",23.767,26.991,NA,NA,18.8684,16.0495,16.705,20.639,NA,NA,17.3646,12.1681,NA,NA,11.3757,19.6268,19.9951,17.442,NA,18.3616,NA,NA,15.219,NA,NA,17.4185,20.0448,NA,13.9932,23.8531,37.1143,NA,30.6364,24.6506,NA,20.6408,21.5855,29.5763,NA
"NECAB2",65.2002,72.3865,46.8177,69.6376,73.935,75.568,77.148,56.0223,81.8991,35.0509,37.8589,54.0457,67.2703,66.1609,39.5204,46.889,38.2063,66.9637,46.9069,39.479,63.9571,69.3397,53.0004,64.5935,46.89,53.2525,83.9515,55.863,28.146,29.9099,61.9496,57.0607,45.8601,49.2476,72.7411,42.3179,86.4414,44.1372,67.2559
"ANKS1B",73.7165,41.904,53.7421,43.479,60.036,52.9152,59.3493,63.2013,72.8816,39.8614,59.1265,39.2963,57.161,63.718,54.9383,60.9799,40.1674,43.4877,29.9885,45.649,46.2432,55.4615,48.7383,51.8261,48.7441,59.0452,59.776,57.6152,24.5128,43.1387,34.0615,47.282,34.0787,50.7133,66.1649,44.7272,57.7961,52.3021,62.4761
"ARPIN",NA,16.741,5.85277,NA,NA,21.6234,23.3747,NA,NA,NA,31.5763,NA,13.651,NA,21.8502,16.6863,30.4332,28.8205,22.9151,NA,NA,26.077,NA,NA,17.788,14.2861,NA,NA,11.6057,37.8948,34.4632,16.5264,26.8811,24.7781,18.1082,26.9842,19.0943,20.8404,14.6818
"PRRT2",138.883,121.423,181.016,132.346,299.63,279.074,348.902,273.15,406.577,340.757,246.084,158.466,211.486,367.002,254.217,191.374,118.776,187.415,241.42,134.987,177.576,192.166,218.751,224.426,239.397,246.675,282.885,343.091,51.8095,213.076,115.962,206.937,143.993,243.193,477.828,133.591,198.493,302.653,225.261
"TECPR1",29.0569,NA,15.764,NA,NA,23.6985,NA,13.9598,NA,10.7066,25.6435,10.3364,31.523,19.6795,NA,NA,NA,NA,NA,NA,NA,NA,18.358,24.3163,22.8831,NA,26.1567,NA,NA,NA,11.8185,NA,18.8115,NA,18.8064,NA,31.289,NA,19.6986
"HUWE1",55.4604,53.8901,64.0902,39.3714,60.5438,59.4193,61.2996,56.0349,58.2747,56.7396,49.3108,78.9118,54.4176,53.6069,62.6936,47.9546,63.1689,56.019,54.9324,43.0421,77.0792,64.1338,73.1382,45.3849,60.7269,56.1089,42.3792,57.4436,65.9771,47.8535,50.3712,48.7542,53.2372,58.6536,56.4527,55.6612,67.0524,53.9749,41.1641
"CMC1",43.4262,27.9041,25.5613,39.7823,46.1865,34.3384,35.1097,40.3626,39.5086,28.6209,48.736,36.2242,29.1498,40.7168,32.4238,33.2276,24.1729,33.2157,14.2571,17.7006,23.4602,36.0604,30.2931,29.7945,24.4408,36.3782,38.1565,31.1174,20.0161,25.1663,39.0028,27.6061,28.1792,14.5891,30.9835,21.2007,52.6302,20.4844,31.6872
"CENPV",21.6251,32.0513,22.0436,16.0779,9.11548,36.4733,22.1558,14.6824,20.1558,18.7002,24.1951,20.4491,19.6663,22.1235,21.1673,22.4573,28.3603,26.4741,12.4035,21.2011,10.1725,27.0882,21.7939,9.16577,25.0943,25.8643,26.9905,NA,24.3073,22.3274,20.2846,17.9811,29.6554,21.5603,18.188,27.2555,33.1503,17.6448,23.4641
"RALYL",14.5533,21.9072,21.9279,21.6483,7.55858,7.84036,NA,15.4199,16.6096,11.0376,20.9921,14.9863,13.3485,14.6419,26.6057,16.7888,10.1942,33.7256,18.6368,13.2786,NA,11.2898,NA,27.7908,23.7805,9.80721,NA,19.8675,21.7768,24.2282,20.9061,15.9216,NA,NA,NA,14.0285,13.1874,NA,NA
"SCD5",NA,NA,NA,NA,NA,23.4765,NA,15.6002,16.6701,12.8873,NA,NA,11.1096,14.4634,18.3251,12.8055,15.2052,NA,NA,NA,NA,NA,21.0399,NA,15.2659,NA,NA,23.9118,NA,16.7139,NA,16.0801,NA,NA,NA,NA,20.0811,23.2607,15.2292
"GLRX5",54.3618,62.3865,50.5061,38.7251,56.4786,53.282,55.4924,49.498,62.2636,60.0768,53.2708,51.6608,61.2859,47.7643,56.4479,62.7063,47.4744,51.5737,53.4202,51.5697,64.3822,46.2143,42.246,58.6371,53.1642,50.1006,35.6786,68.0843,41.0962,58.0608,62.8431,45.2508,50.7543,59.0304,39.3727,44.0986,65.5788,37.8414,58.923
"TRAPPC6B",14.8068,NA,34.5602,43.0427,25.6654,23.8194,NA,30.0971,30.3938,18.515,28.2347,30.102,39.2254,37.0053,33.6538,32.8948,20.5908,27.8801,8.22929,NA,NA,14.8918,35.9342,20.1769,NA,33.3847,26.0235,30.1646,22.1427,27.28,NA,34.6206,30.9873,27.4492,29.1892,24.1075,36.5032,23.4955,18.4918
"DAAM2",NA,NA,18.3505,NA,19.4672,14.5707,15.562,33.3882,24.023,18.347,12.6409,21.6101,12.3046,22.3318,10.6244,NA,23.8797,13.9093,NA,NA,22.3789,53.0975,25.0385,14.3734,25.5306,11.0299,NA,24.2513,19.264,12.6785,17.5097,16.8582,24.3134,27.8243,25.5841,18.2085,24.6662,33.133,21.5558
"DPP9",NA,40.2341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.19,NA,NA,49.9957,41.1996,NA,42.6126,NA,NA,27.1934,26.1802,25.171,NA,NA,NA,NA,NA,NA,29.5149,NA,NA,NA,45.5012,31.0661,NA,32.4425
"PRUNE1",21.5295,NA,24.8984,NA,20.1101,26.3512,23.5079,22.7918,NA,NA,19.8251,NA,20.6066,NA,NA,NA,30.7952,NA,20.5094,NA,30.3438,16.6157,15.3618,9.5007,28.7387,29.5093,NA,30.2475,NA,NA,NA,18.0389,30.1611,NA,NA,18.7891,36.2551,17.4181,26.5718
"TTC7B",47.0038,42.908,36.787,20.9114,34.7755,32.9702,47.0686,43.3102,46.1418,30.628,35.3876,38.9936,42.3489,39.9861,37.2551,35.7976,28.1637,36.008,42.9313,31.393,36.7711,28.8674,47.8429,33.5648,37.3185,41.1127,42.9541,54.6679,48.3771,31.4787,34.923,47.9741,39.8153,38.8237,45.3698,31.6683,41.106,43.411,32.8384
"ACOT1",84.0679,31.6017,72.2112,48.2262,59.4156,53.7333,83.4865,52.4453,69.3251,48.1923,56.15,84.8071,55.8843,70.6414,72.0353,52.686,143.651,62.9558,70.3711,51.0786,83.6591,91.0197,57.4221,69.2679,97.3725,66.4237,81.1392,100.912,67.3878,71.5361,79.8358,72.6008,92.6072,89.5013,43.5995,86.5317,52.2307,131.64,61.0448
"ISCA2",39.1404,67.6255,54.2625,46.5617,62.2002,50.8542,45.619,43.6317,24.8506,40.3856,35.8353,54.1163,52.6317,61.4844,56.1273,45.8667,68.7729,55.348,18.0897,42.4819,52.7802,56.336,42.9887,87.1832,57.0269,32.6768,30.4934,51.5773,61.5705,45.1622,37.847,51.1541,69.7802,34.2051,41.2436,52.4575,43.3626,78.0384,64.6268
"PABPN1",52.6159,55.9517,44.5869,53.9593,44.8877,41.9989,50.765,52.3879,48.5265,65.1159,55.1104,66.1737,53.9211,56.7145,63.9175,56.4786,60.9373,42.4796,41.2652,78.3761,54.9189,59.9056,56.5013,43.0271,59.767,63.3203,56.2839,49.2739,66.4517,66.2827,81.7714,65.5856,67.5656,46.9057,58.476,47.1966,57.9794,64.7391,42.2512
"MAGI2",9.13748,8.36133,NA,19.0582,34.2275,13.8524,16.7276,15.1419,NA,16.1639,12.2986,13.8517,16.6539,19.7833,19.3307,23.7631,15.0917,19.9396,NA,11.4681,NA,12.777,9.65454,28.3777,13.2083,17.7473,10.979,NA,NA,18.7274,NA,16.131,20.1453,23.4093,12.8511,23.2663,14.3854,14.3281,19.4017
"RTN4RL2",13.9206,NA,11.075,NA,13.6434,NA,NA,12.6003,14.526,8.3262,11.5813,11.6788,13.9147,7.71889,NA,NA,12.0743,NA,8.82228,NA,NA,21.0643,8.67107,NA,13.4206,NA,NA,13.7559,NA,NA,NA,NA,11.8249,14.9332,13.4539,4.01763,15.6256,12.4385,13.6077
"KTN1",23.1977,34.8234,30.4904,38.7819,36.7801,28.2119,31.4234,34.8017,31.0453,33.6687,35.6928,33.7502,34.7795,34.5332,42.7188,21.2544,44.2304,36.6415,39.4414,34.0837,38.3356,30.3639,32.7602,38.0222,36.2773,27.3927,30.7741,35.3379,32.7801,25.3708,54.9236,40.8213,46.8634,34.3154,31.148,43.5013,30.3743,39.3417,29.2268
"RIMS1",40.4325,20.5213,38.3309,38.9329,41.7941,37.207,27.442,53.7789,28.8402,27.1609,29.4888,25.263,34.5688,31.8713,26.1155,34.9713,22.1176,31.0475,36.5123,32.8276,19.5522,33.5768,NA,19.3386,21.8801,26.3658,22.7806,36.9235,32.4464,30.95,19.5312,33.2874,11.5262,23.3143,36.8081,28.9778,39.3554,22.3843,48.9538
"CADPS2",34.888,NA,16.2354,NA,40.6503,23.9504,36.1573,19.5928,26.6576,27.6597,25.9081,25.1717,16.1479,36.6725,22.4392,17.1127,18.0267,NA,NA,NA,NA,NA,40.3164,NA,13.9051,41.5036,14.2271,17.1926,10.1021,NA,NA,9.55908,10.8555,20.6946,36.4209,16.1275,23.0717,NA,15.9333
"HAPLN4",120.807,77.1241,50.09,76.8842,63.9967,72.4081,87.9056,88.3625,83.3049,106.195,132.518,58.4959,70.8385,77.8673,104.952,111.032,54.079,58.269,70.9051,92.6367,40.2625,86.9327,92.1979,81.4107,60.9332,73.6867,77.2765,74.3209,63.178,55.3675,106.634,67.0254,102.371,61.9455,72.0143,57.5165,63.5831,46.7571,66.3671
